OTUs,ES_001t,ES_007t,ES_010t,ES_014t,ES_017t,ES_019t,ES_024t,ES_043t,ES_046t,ES_048t,ES_069t,ES_080t,ES_088t,ES_089t,ES_095t,ES_099t,ES_104t,ES_106t,ES_107t,ES_108t,ES_110t,ES_114t,ES_116t,ES_132t,ES_137t,ES_147t,ES_158t,ES_207t,ES_208t,ES_209t,ES_210t,ES_211t
617,0,1,0,2,5,0,0,0,1,0,0,3,0,1,1,1,12,9,18,4,11,18,6,0,1,0,25,0,5,5,3,3
618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
619,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,4,3,0,0,0,0,0,0,0,5,0,1,5,0,0
620,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
622,0,0,5,2,3,3,12,0,0,0,0,15,3,0,1,15,75,50,12,1,61,1,6,0,2,1,159,6,172,7,21,14
623,3,9,1,13,0,2,8,1,1,2,11,0,0,1,1,2,4,2,2,7,3,5,2,2,0,0,4,3,1,3,1,0
624,0,0,1,0,0,1,7,3,1,0,0,9,0,0,2,2,2,11,8,1,19,1,13,1,2,0,12,0,10,2,4,0
625,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,8,1,2,1,0,0,1,0,3,0,5,1,1,0
626,0,0,0,2,0,0,2,2,2,0,2,1,0,0,1,0,0,3,0,0,2,2,1,1,1,0,3,0,0,1,0,0
627,34,1216,1268,16722,23042,63142,75924,9866,4090,3016,12004,41446,2744,971,1191,1613,11240,29890,7249,6002,10370,23570,15246,2392,25434,2374,20415,2590,28837,7964,16892,1160
628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
629,1,7,18,20,1,15,8,20,7,0,214,23,139,8,2,100,16,38,3,243,63,3,4,14,3,43,27,23,206,8,11,3
630,42,1,0,0,2,11,4,4,0,0,2,20,0,0,0,4,48,12,17,0,3,6,0,27,12,25,5,0,9,6,3,3
631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
634,1,6,0,1,3,7,63,0,7,0,5,5,0,1,1,0,25,4,47,1,60,22,33,0,4,0,5,1,7,20,13,1
635,0,2,7,3,0,1,2,5,0,0,25,2,5,13,2,1,2,7,0,21,0,2,5,1,2,3,0,12,0,3,0,1
636,0,0,1,0,0,1,2,0,0,0,0,1,1,0,3,0,9,3,2,0,8,0,1,0,0,0,30,1,14,1,1,1
637,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,1,1,0,0,0,0,1,1,0
638,0,0,1,0,1,1,3,0,1,0,0,2,0,0,0,2,13,9,2,0,17,1,2,0,0,0,70,0,58,3,9,4
639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,2,0,0,1,1,1
640,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
641,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,8,1,0,10,0,14,0,5,0,0,3,45,1,38,4,0,0
642,1,1,0,0,0,2,1,3,1,0,6,3,0,0,0,1,0,2,7,1,0,0,2,0,0,0,1,0,9,0,1,0
643,0,0,0,2,0,0,0,2,0,1,0,0,0,0,1,2,9,30,22,1,41,24,21,0,0,0,4,7,19,4,6,5
644,0,6,4,7,2,4,16,6,10,0,11,3,0,10,1,0,4,13,4,9,5,4,2,2,2,3,1,5,2,6,5,5
645,7,26,8,47,1,11,15,29,7,15,32,8,5,9,16,5,27,103,10,20,7,7,2,2,7,1,39,23,10,38,41,17
646,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,1,7,6,12,1,20,1,0,0,0,0,23,0,5,3,2,0
647,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
648,1554,2045,2009,2982,2707,3038,2847,2113,1430,1887,601,1127,1353,1171,645,1165,1119,290,573,2459,1279,828,676,2071,2361,2402,846,1356,1277,1942,1490,1376
649,0,3,1,6,1,0,2,1,1,4,11,1,0,1,2,0,0,4,0,6,2,4,2,0,2,0,1,1,0,1,1,0
650,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,2,1,0,5,0,0
651,1,3,0,9,0,0,4,0,1,1,7,0,1,0,0,0,0,2,3,1,2,3,0,0,1,0,2,2,1,2,0,0
652,0,4,2,4,5,5,13,4,1,0,1,3,2,3,0,1,5,11,28,2,7,8,17,1,3,1,3,0,7,2,6,0
653,50,62,65,68,18,3,73,107,10,13,80,37,19,86,41,22,29,70,18,49,61,33,30,15,41,9,249,118,53,33,24,27
654,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,3,17,0,13,3,1,0,0,0,0,0,0,1,3,0
655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0
656,1,31,0,87,2,6,842,78,7,14,2,2,0,0,0,0,5,18,23,11,4466,11,9,0,6,0,3,2,9,28,5,7
657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
658,7,17,28,24,6,8,82,105,7,5,86,5,12,42,24,1,12,34,16,51,9,5,15,9,17,6,19,17,6,21,5,5
659,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,4,0,0,0,9,1,3,0,0,2,14,0,12,0,1,1
660,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,6,1,0,0,1,0,6,0,2,0,0,0
661,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
662,0,1,0,0,0,0,1,1,0,0,0,10,0,0,0,0,1,0,0,1,1,0,0,0,2,0,4,0,0,1,1,1
663,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
665,0,0,0,0,0,2,6,0,2,1,7,10,0,0,0,3,16,13,5,5,20,1,3,0,1,1,39,1,35,10,4,2
666,18,1377,42,105,3410,7837,766,248,1438,77,34,130,102,62,14,731,38315,57034,16805,607,14448,16235,9573,463,688,8,17359,894,13196,20907,5740,16525
667,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,1,2,0,2,0,0,0
668,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
669,1,1,2,2,1,2,8,4,1,0,10,0,0,1,0,0,0,10,2,2,6,0,5,2,2,1,5,3,1,6,3,3
670,0,0,1,1,1,1,0,0,0,0,7,0,0,0,0,0,6,6,5,0,4,1,2,0,3,0,2,0,1,0,0,0
671,2,0,0,3,0,0,4,4,0,0,0,25,0,0,2,1,23,37,116,3,70,64,50,1,6,2,30,0,26,59,21,7
672,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,9,0,0,0
673,19,16,20,42,2,3,47,21,6,2,35,13,6,18,16,4,17,14,13,30,22,35,7,0,10,0,49,22,16,17,9,6
674,1,0,1,3,1,1,4,3,1,0,7,0,1,2,0,0,3,2,5,3,3,3,1,0,0,0,1,5,2,3,2,1
675,0,3,1,5,1,1,27,7,1,0,9,0,2,9,1,0,13,6,17,7,30,32,12,0,7,2,15,1,6,15,6,1
676,8,3,31,1,0,2,10,29,0,4,32,6,0,23,7,0,2,42,2,27,39,2,13,1,12,3,44,10,7,10,0,2
677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
678,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,6,6,0,0,0,8,1,3,0,0,0,0,0,2,0
679,0,0,2,0,0,1,0,2,0,0,10,4,2,5,0,0,0,8,0,7,3,0,1,3,0,1,0,1,0,0,2,0
680,0,1,3,3,0,0,4,1,0,0,6,1,1,3,1,0,3,9,6,4,10,7,2,3,0,3,1,2,2,2,2,1
681,0,1,2,0,3,3,6,17,2,3,0,35,1,1,3,2,25,29,16,7,35,11,9,6,7,1,42,1,14,3,6,0
682,0,0,0,1,0,1,10,2,0,0,3,1,0,1,0,0,0,0,3,2,4,1,1,0,1,0,5,1,2,3,0,0
683,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,2,2,0,1,0,1,2,0,0,1,2,0,0
684,0,0,1,0,0,0,2,1,0,0,1,0,0,1,0,0,1,4,4,0,0,0,1,0,0,0,0,1,0,0,2,0
685,0,0,0,0,0,1,0,0,1,2,6,2,2,3,0,0,1,2,3,2,2,1,2,1,5,0,5,3,0,2,0,0
686,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,1,0,2,1,0,1,3,0
687,8,4,16,7,2,4,24,17,2,0,13,6,6,8,2,1,9,17,21,8,14,27,14,3,5,1,15,19,15,11,3,3
688,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
690,1,2,5,0,0,1,12,2,1,0,5,0,5,2,2,1,5,6,0,11,6,3,4,1,5,0,16,3,1,5,3,1
691,216536,341649,350325,354159,94419,56797,205859,626464,69050,61742,443076,230971,148047,426916,217053,114490,170769,384119,44862,266797,39082,177437,158810,96032,170709,29870,1383818,643447,258507,235862,98498,115437
692,0,0,2,0,1,0,0,1,0,1,1,1,0,0,0,2,4,9,7,0,6,1,0,0,2,0,16,0,9,1,4,1
693,4,11,2,28,2,1,11,9,4,14,31,1,1,2,3,0,0,3,7,17,5,1,0,3,0,0,1,3,2,2,1,0
694,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,1,5,1,2,1,7,0,2,0,0,0,0,2,1,0
695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
696,0,0,1,1,0,3,1,0,0,0,1,0,0,0,0,4,10,2,0,1,5,1,0,0,3,0,25,1,6,1,3,1
697,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3
698,4,14,8,45,3,12,11,14,3,4,75,6,1,16,15,3,15,20,8,112,24,23,11,6,10,4,16,51,32,37,1,3
699,0,1,0,0,0,0,8,2,2,0,35,2,1,0,0,2,14,16,2,53,22,5,4,3,0,2,32,2,45,94,3,4
700,0,1,3,0,1,1,4,0,0,0,272,3,1,0,1,1,17,8,4,553,22,1,0,35,0,51,14,8,4,4,3,5
701,1,5,8,3,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0
702,50,105,143,181,27,72,90,132,41,29,236,57,58,213,127,27,70,280,28,28,17,19,13,7,9,2,146,64,25,35,3,10
703,11,20,41,106,215,326,388,565,260,610,70,3859,54,6,29,85,953,784,1958,136,2868,2946,1124,196,467,751,1566,51,2666,1258,320,315
704,0,1,1,1,0,0,2,3,34,45,22,0,1,3,15,3,9,131,1,132,5,25,0,13,0,24,17,2,30,25,1,6
705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
706,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,398,0,0
707,4,0,0,3,1,3,6,9,0,0,1,34,0,5,0,2,3,24,190,2,50,33,82,2,9,4,1,0,3,44,18,2
708,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0
709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0
710,947,1544,1614,1468,403,286,1006,2604,288,281,2009,1098,767,1964,1025,587,750,1713,245,1451,293,886,751,436,758,147,6264,2966,1405,1063,428,633
711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,2,2,4,5,0,0,1,1,1,1,4,7,3,4,0,1,0,3,21,7,10,1,3,6,5,0,4,1,0,5,1,0
713,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,5,0,0,0,1,1
714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1
715,0,0,1,1,0,4,6,0,1,0,0,1,0,1,0,0,0,2,9,1,8,3,3,1,1,0,11,0,16,2,21,1
716,1,1,1,1,0,1,35,3,2,0,0,2,0,1,0,2,1,4,10,3,30,1,3,1,6,0,4,2,4,6,21,1
717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,0,2,3,0,0,3,0,0,1,3,0,2,0,9,0,0,0
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,0,0,8,0,0,0,0,7,0,0,0,1,0
720,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,3,1,3,0,0,0,0,0,7,0,2,0,4,0
721,0,0,0,0,1,0,0,10,0,0,0,31,0,0,0,1,4,2,8,5,29,0,4,0,2,0,3,0,12,0,5,0
722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
724,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3,1,0,0,12,1,0,0,0,1,0,1,1,1,3
725,0,42,1,7,10,26,192,19,28,3,3,30,1,3,1,0,21,33,32,6,47,136,53,3,34,5,10,9,2,39,8,3
726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
727,0,0,2,0,0,0,4,11,1,0,1,0,4,1,1,6,3,0,2,4,33,1,0,0,4,0,3,1,1,1,0,0
728,0,1,1,1,0,0,1,1,0,0,1,4,1,0,1,2,14,8,6,3,8,5,3,1,2,0,18,2,46,3,4,3
729,0,0,1,0,1,1,10,0,2,0,2,10,0,1,0,1,18,10,7,0,29,1,13,2,1,0,70,0,43,6,6,2
730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
731,3088,122,3545,4,1261,836,2687,7067,17,822,6562,3500,2785,7309,3168,5,3112,5587,8,5416,1,3038,2707,0,1992,538,18537,5728,4450,3962,1445,3588
732,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,10,0,4,12,1,0,0,13,0,3,0,0,0,5,0
733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0
734,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
735,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,12,2,6,0,109,0,0,0,0,0,6,1,2,1,0,0
736,1,42,2,55,7,8,86,373,128,85,12,390,2,2,1,1,115,112,602,163,339,409,872,316,43,22,753,1,178,1441,60,30
737,1,5,3,19,11,6,21,60,14,4,11,205,5,17,1,1,555,180,466,21,109,628,1275,31,40,0,105,1,218,228,26,3
738,35,1135,38,89,17,45,11,14,21,141,0,188,1,3,2,0,69,124,187,173,117,130,120,8,16,2697,234,6,55,111,39,20
739,0,5,260,72,52,241,414,23,14,2,273,136,310,2,3,62,185,34,833,2,1070,2284,930,48,76,61,1742,1,1411,344,79,32
740,1,3,0,1,18,10,24,19,0,2,0,24,4,1,2,10,629,41,35,56,85,44,102,1,3,2378,60,2,26,72,36,12
741,6,2,3,5,3,8,29,5,5,0,1,15,2,1,0,1,17,35,54,6,52,34,26,3,24,2,7,1,2,13,6,0
742,0,16,2,32,7,6,20,72,21,2,45,567,2,10,24,29,1459,1088,1955,161,1440,8118,5095,113,246,36,913,40,422,626,52,41
743,1,1,0,1,3,8,6,23,2,0,0,25,4,0,1,0,125,128,206,0,226,29,214,27,5,3,68,2,59,70,53,59
744,13,12,7,70,3,15,46,15,4,19,7,99,0,3,0,1,13,99,186,117,1851,272,169,15,258,50,163,4,7,43,16,2
745,0,0,1,3,0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,3,2,1,1,0,3,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
747,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,0,0,0,1,0,0,0,7,0,2,0,19,0,0,0,0,2,0,1,3,4,1,2,1,2,0,10,0,2,0,1,0
750,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
751,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,1,0,2,0,2,0,0,0
752,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0
753,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,2,0,0,0,0,0,2,0,9,1,3,0
754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,1,0,0,0
755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
756,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0
757,3,5,9,6,0,7,63,5,4,1,10,4,2,10,1,3,8,24,14,26,2,20,6,2,9,5,7,5,4,3,2,3
758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
759,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
760,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762,9,2,11,8,5,4,37,153,9,204,8,726,1,1,10,4,219,229,202,53,80,139,71,21,96,9,81,8,80,25,18,4
763,1,2,4,1,1,0,2,0,0,0,1,0,2,1,0,0,1,0,0,7,1,21,0,0,4,0,6,0,1,1,0,0
764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
765,0,0,1,0,0,3,2,0,1,0,0,4,0,0,0,0,0,2,4,1,2,0,3,1,0,1,2,0,3,1,2,0
766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
768,3,2,5,1,0,15,39,7,7,0,7,4,4,6,8,1,15,16,7,13,29,19,8,4,8,1,22,5,10,11,1,3
769,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0
770,0,0,0,0,0,11,13,3,0,32,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0
771,43,95,0,1,1,1,3,0,2,1,4,23,1,0,3,4,1,93,1,7,1,50,1,3,3,4,4,1,3,2,36,6
772,1,0,3,0,0,1,5,1,0,0,5,1,1,1,0,0,5,4,5,3,11,1,3,0,2,0,1,2,1,4,2,0
773,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,7,3,0,2,5,1,2,0,0,0,8,3,13,0,1,0
774,1,0,5,5,2,9,25,9,4,1,11,1,1,5,2,0,2,8,8,8,4,16,8,1,8,1,7,0,2,7,8,1
775,2,14,13,6,4,7,54,11,7,2,19,16,6,44,5,1,15,40,35,37,36,171,33,4,56,3,23,3,39,13,1,6
776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
777,6,11,8,13,5,4,9,23,1,0,13,2,3,24,4,4,5,16,5,2,0,4,2,1,2,1,35,25,4,4,4,2
778,0,1,0,2,0,0,1,2,1,0,2,0,2,1,0,0,2,1,1,1,2,1,1,0,0,0,6,2,1,0,1,0
779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,1,1,0,0,0,1,2,0,0,2,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0
781,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
783,0,1,0,1,1,2,1,1,0,0,0,5,1,0,2,0,8,28,12,3,11,39,7,0,1,1,7,0,4,5,4,2
784,40,74,69,50,15,9,13,99,0,1,91,0,44,5,0,0,4,59,43,121,27,35,7,41,0,6,132,68,98,48,10,2
785,213,253,26,66,20016,689,27812,87,119,1172,40,24,166,44,88,11651,865,2374,1065,3792,2661,99,596,166,63,1128,4371,1091,2468,902,515,1823
786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0
789,1,2,2,11,11,7,24,19,2,2,0,92,1,2,6,15,12,121,368,15,522,130,227,17,3,9,181,5,167,117,131,5
790,0,9,1,0,14,17,14,7,4,3,0,15,18,0,4,9,87,300,470,4,269,48,112,6,2,54,389,4,263,97,19,37
791,16,199,16,12,230,124,35,10,12,64,4,6,133,93,104,148,9,22,6,12,6,274,57,10,4,6,4,4,2,6,0,6
792,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0
793,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,0,3,0,0,1,2,1,2,6,3,159,1,3,1,1,1,6,6,1,345,8,8,2,6,6,31,23,2,29,2,3,4
795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
796,3,5,20,10,2,3,12,5,6,1,38,1,4,15,3,1,5,10,7,43,8,6,6,6,21,2,20,11,6,6,4,0
797,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,1,0,0,0
798,0,0,0,0,0,0,4,1,1,0,0,11,0,0,0,0,0,5,5,0,7,0,5,1,0,1,3,0,3,4,1,0
799,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
800,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,2,3,0,4,0,3,0,1,0,2,0,0,2,0,0
801,2,6,2,8,1,4,1,4,3,3,10,0,0,0,0,0,0,1,5,7,3,0,6,2,1,1,1,0,1,1,1,0
802,0,3,0,5,2,1,2,3,0,1,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,1,1,1,1,0
803,0,0,0,0,1,0,1,0,0,0,4,1,0,0,0,0,6,0,0,11,1,0,0,0,0,0,2,0,1,0,0,4
804,0,0,0,0,0,0,4,1,0,0,7,9,1,2,0,0,2,2,0,314,11,5,4,4,1,0,1,0,0,0,0,0
805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0
806,7,4,4,2,0,0,9,2,0,2,6,1,0,0,1,0,10,4,0,0,2,1,0,0,0,0,2,4,4,0,4,0
807,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
808,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0
809,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,1,1,3,0,0,0,0,2,0,0
810,0,0,1,0,0,1,1,1,0,0,0,2,1,0,0,1,7,3,4,0,11,2,2,0,1,0,3,0,2,4,0,1
811,1,1,2,3,1,0,1,4,0,1,4,2,0,3,0,0,3,4,6,3,2,1,1,0,3,0,6,3,2,4,1,0
812,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,3,1,4,8,3,5,2,0,5,1,1,1,1,2,1,0
813,20,47,461,87,6,30,24,266,23,25,715,53,103,323,44,8,80,297,14,690,6,58,68,80,184,60,36,185,118,92,37,27
814,0,0,0,0,1,1,4,1,0,1,0,2,0,0,0,1,0,1,0,1,9,3,2,0,1,0,0,0,3,2,2,1
815,0,1,0,4,0,1,0,5,0,0,0,6,0,0,0,0,1,4,5,0,2,4,1,0,0,5,4,0,0,2,6,0
816,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,3,6,0,0,0,0,0,0,0,18,0
817,2,0,0,1,0,2,5,0,1,0,1,3,1,0,2,0,11,5,31,1,26,10,19,0,3,0,3,0,0,21,2,0
818,1,2,6,8,0,2,3,1,1,0,0,1,1,1,1,0,0,0,0,1,3,1,0,0,0,0,3,4,2,3,0,0
819,1,7,2,17,1,19,110,18,21,1,4,35,0,2,0,0,19,18,26,12,17,50,40,1,43,5,59,0,22,25,16,1
820,15,13,0,61,17,55,294,9,26,4,33,5,1,3,8,15,287,430,882,13,1538,420,25,3,133,2,1123,2,422,1367,160,27
821,1,30,0,59,14,131,145,29,35,3,3,44,4,7,0,2,16,46,71,7,39,45,54,7,72,3,27,3,7,20,15,1
822,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
